Fusobacterium_varium,3.1993031918427413
Lactococcus_piscium,2.4465665759634634
Bacteroides_salyersiae,2.4006645126379169
Porphyromonas_levii,2.3616278149841698
Brevundimonas_vesicularis,2.2027898571485705
Abiotrophia_defectiva,2.152208326208501
Granulicatella_adiacens,2.0982272637237913
Pseudomonas_poae,1.9359674137889802
Eubacterium_contortum,1.9217230675990287
Sutterella_parvirubra,1.8600445532934267
Solibacillus_silvestris,1.7943360305528191
Actinomyces_graevenitzii,1.7206269282981566
Gemella_sanguinis,1.6937617235922748
Paenibacillus_taiwanensis,1.6880425277960043
Eubacterium_saphenum,1.6834438139209404
Streptococcus_salivarius,1.5921003175029242
Bacteroides_cellulosilyticus,1.5362092862782919
Bacteroides_oleiciplenus,1.488766847689291
Eubacterium_coprostanoligenes,1.4819732267030956
Ralstonia_pickettii,1.457324411145891
Rhizobium_radiobacter,1.3789426286258948
Hungatella_hathewayi,1.3778637425383322
Porphyromonas_catoniae,1.3773779486670981
Bacillus_butanolivorans,1.3708645188980872
Propionibacterium_acnes,1.3350791136797193
Rothia_aeria,1.3295138700499372
Bacteroides_barnesiae,1.3079278281904749
Bacteroides_caccae,1.2983573617353334
Megamonas_funiformis,1.2958342383561874
Brochothrix_thermosphacta,1.2954540943200263
Slackia_isoflavoniconvertens,1.2953439253704218
Blautia_schinkii,1.2479549766931126
Bacteroides_sartorii,1.2188560348117223
Methylobacterium_jeotgali,1.1830712602340103
Neisseria_subflava,1.1704809493838595
Eubacterium_brachy,1.0908418677866929
Prevotella_melaninogenica,1.0739583090476887
Porphyromonas_endodontalis,0.97368167742073986
Bacteroides_stercoris,0.9367672189864662
Serratia_marcescens,0.93078720481911315
Prevotella_nanceiensis,0.92104958435853201
Bacteroides_thetaiotaomicron,0.90618432151679795
Eubacterium_nodatum,0.89037684704041897
Succinatimonas_hippei,0.87803245423609844
Myroides_odoratus,0.86326334042603814
Coprobacillus_cateniformis,0.81761066097406354
Gemmiger_formicilis,0.81512161721882104
Clostridium_scindens,0.7874789896896347
Paraeggerthella_hongkongensis,0.77719521858900376
Collinsella_aerofaciens,0.73769147224805476
Unclassified,0.72441509307194907
Ruminococcus_faecis,0.69516762439590507
Raoultella_ornithinolytica,0.68887091822833146
Haemophilus_pittmaniae,0.6738002909181251
Eubacterium_siraeum,0.58891456714184742
Sphingomonas_hankookensis,0.56613149872565494
Luteibacter_anthropi,0.5567296985214949
Leuconostoc_lactis,0.54669034141839912
Rothia_mucilaginosa,0.54250976908852688
Sarcina_ventriculi,0.53436957916032557
Gemella_haemolysans,0.51682945760300536
Eggerthella_lenta,0.50581005336996876
Atopobium_vaginae,0.49030468799723098
Solobacterium_moorei,0.4858449948879966
Alloprevotella_rava,0.45303028493331204
Helicobacter_ganmani,0.41600700412884606
Bacteroides_massiliensis,0.40327861841557994
Streptococcus_gallolyticus,0.39616543522264291
Lactococcus_plantarum,0.39229278625622704
Bacteroides_fragilis,0.38375963474735925
Escherichia_fergusonii,0.37595481032253392
Adlercreutzia_equolifaciens,0.36709477858906597
Pseudomonas_lundensis,0.33159700165715233
Ruminococcus_lactaris,0.33154538900895381
Parasutterella_excrementihominis,0.32087836554376231
Butyricimonas_virosa,0.31672137472670631
Roseburia_inulinivorans,0.30934385415204968
Slackia_equolifaciens,0.26105422594939376
Campylobacter_concisus,0.24883426696790312
Bacteroides_plebeius,0.23643758653023109
Mogibacterium_timidum,0.22804897038422217
Brucella_inopinata,0.22318707824605755
